Machine,Utilisation,Day
X6,64.55154306169317,2022-03-15 12:52:32.168543
X9,59.186631454548134,2022-03-15 12:52:32.169545
X7,64.11488848711714,2022-03-15 12:52:32.169545
X10,21.382043664572166,2022-03-15 12:52:32.169545
X8,86.5425738095319,2022-03-15 12:52:32.169545
X1,48.71044429586626,2022-03-16 12:52:32.149203
X2,54.01912782403562,2022-03-16 12:52:32.164830
X3,50.94908798749172,2022-03-16 12:52:32.166332
X5,90.80534238327344,2022-03-16 12:52:32.167445
X4,23.71153525381613,2022-03-16 12:52:32.167445
X6,65.18905846654098,2022-03-16 12:52:32.168543
X8,86.1659392880307,2022-03-16 12:52:32.169545
X7,82.66684922370727,2022-03-16 12:52:32.169545
X9,79.35404629540773,2022-03-16 12:52:32.169545
X10,34.79493341336865,2022-03-16 12:52:32.169545
X1,80.11569449278736,2022-03-17 12:52:32.149203
X2,57.79742865338389,2022-03-17 12:52:32.164830
X3,34.07915637966383,2022-03-17 12:52:32.166332
X4,75.92758199513561,2022-03-17 12:52:32.167445
X5,78.74706620641996,2022-03-17 12:52:32.167445
X6,85.74448095603834,2022-03-17 12:52:32.168543
X7,55.10533304294962,2022-03-17 12:52:32.169545
X8,54.58836312974625,2022-03-17 12:52:32.169545
X9,81.00026148991105,2022-03-17 12:52:32.169545
X10,90.73083313863545,2022-03-17 12:52:32.169545
X1,76.14475990275287,2022-03-18 12:52:32.149203
X2,90.7310533279364,2022-03-18 12:52:32.164830
X3,86.91650810905115,2022-03-18 12:52:32.166332
X5,22.854633730527176,2022-03-18 12:52:32.167445
X4,51.91929741097917,2022-03-18 12:52:32.167445
X6,44.98689516175439,2022-03-18 12:52:32.168543
X9,23.12662381389074,2022-03-18 12:52:32.169545
X7,50.21075515299576,2022-03-18 12:52:32.169545
X8,34.77431618109759,2022-03-18 12:52:32.169545
X10,80.51515370010326,2022-03-18 12:52:32.169545
X1,40.74230439783233,2022-03-19 12:52:32.149203
X2,41.44260744570148,2022-03-19 12:52:32.164830
X3,42.601779956944696,2022-03-19 12:52:32.166332
X5,30.98172000537125,2022-03-19 12:52:32.167445
X4,67.24389100317927,2022-03-19 12:52:32.167445
X6,43.4747404557733,2022-03-19 12:52:32.168543
X7,66.7193622417087,2022-03-19 12:52:32.169545
X8,85.90393169587554,2022-03-19 12:52:32.169545
X10,35.20127510424159,2022-03-19 12:52:32.169545
X9,30.18562222209696,2022-03-19 12:52:32.169545
X1,82.9753171502623,2022-03-20 12:52:32.149203
X2,21.81258863586774,2022-03-20 12:52:32.164830
X3,72.87848289910309,2022-03-20 12:52:32.166332
X4,90.54768442169184,2022-03-20 12:52:32.167445
X5,76.5340715422779,2022-03-20 12:52:32.167445
X6,41.08963962320142,2022-03-20 12:52:32.168543
X7,88.29216022829114,2022-03-20 12:52:32.169545
X9,61.85472372759791,2022-03-20 12:52:32.169545
X10,56.90395092591469,2022-03-20 12:52:32.169545
X8,79.1379585320773,2022-03-20 12:52:32.169545
X1,44.81510872911041,2022-03-21 12:52:32.149203
X2,72.90553514123793,2022-03-21 12:52:32.164830
X3,85.94020053791097,2022-03-21 12:52:32.166332
X4,70.3886478849435,2022-03-21 12:52:32.167445
X5,88.14995966704416,2022-03-21 12:52:32.167445
X6,48.72061226605166,2022-03-21 12:52:32.168543
X10,38.20871497293916,2022-03-21 12:52:32.169545
X9,54.32268646332979,2022-03-21 12:52:32.169545
X7,31.98816828523446,2022-03-21 12:52:32.169545
X8,50.66250801113303,2022-03-21 12:52:32.169545
X1,79.48697736554573,2022-03-22 12:52:32.149203
X2,43.81899845191347,2022-03-22 12:52:32.164830
X3,69.75251069081881,2022-03-22 12:52:32.166332
X4,89.35895780003898,2022-03-22 12:52:32.167445
X5,48.854894222105955,2022-03-22 12:52:32.167445
X6,31.768412057599,2022-03-22 12:52:32.168543
X8,47.31565925924517,2022-03-22 12:52:32.169545
X7,80.43146717205127,2022-03-22 12:52:32.169545
X9,35.64074043362426,2022-03-22 12:52:32.169545
X10,64.10416962300677,2022-03-22 12:52:32.169545
X1,28.639894670413113,2022-03-23 12:52:32.149203
X2,85.74896278864117,2022-03-23 12:52:32.164830
X3,54.10605316774998,2022-03-23 12:52:32.166332
X5,56.73402338873617,2022-03-23 12:52:32.167445
X4,65.30329775725812,2022-03-23 12:52:32.167445
X6,79.40829496993894,2022-03-23 12:52:32.168543
X8,40.313450024815566,2022-03-23 12:52:32.169545
X9,28.60969158280234,2022-03-23 12:52:32.169545
X10,89.95165950305392,2022-03-23 12:52:32.169545
X7,28.022229396249042,2022-03-23 12:52:32.169545
X1,64.64232431785416,2022-03-24 12:52:32.149203
X2,75.77568917177423,2022-03-24 12:52:32.164830
X3,65.19221595339934,2022-03-24 12:52:32.166332
X5,71.18377758685585,2022-03-24 12:52:32.167445
X4,78.82791825251961,2022-03-24 12:52:32.167445
X6,73.2785225470576,2022-03-24 12:52:32.168543
X8,90.18702616483066,2022-03-24 12:52:32.169545
X7,86.28634207587818,2022-03-24 12:52:32.169545
X10,35.790269380469994,2022-03-24 12:52:32.169545
X9,46.4008739307514,2022-03-24 12:52:32.169545
X1,50.134709901933874,2022-03-25 12:52:32.149203
X2,40.38624176839961,2022-03-25 12:52:32.164830
X3,32.01587846906803,2022-03-25 12:52:32.166332
X4,87.15711798786117,2022-03-25 12:52:32.167445
X5,57.760806579107786,2022-03-25 12:52:32.167445
X6,40.30101236320218,2022-03-25 12:52:32.168543
X8,81.38211811435622,2022-03-25 12:52:32.169545
X10,80.80959664518012,2022-03-25 12:52:32.169545
X9,33.040951134024176,2022-03-25 12:52:32.169545
X7,45.326964121881055,2022-03-25 12:52:32.169545
X1,81.43384446569698,2022-03-26 12:52:32.149203
X2,58.3405812852758,2022-03-26 12:52:32.164830
X3,89.13906523992706,2022-03-26 12:52:32.166332
X5,64.39954533973082,2022-03-26 12:52:32.167445
X4,22.093213796222084,2022-03-26 12:52:32.167445
X6,60.96280085911976,2022-03-26 12:52:32.168543
X10,65.06152192825522,2022-03-26 12:52:32.169545
X7,89.092699609264,2022-03-26 12:52:32.169545
X9,25.5497420976312,2022-03-26 12:52:32.169545
X8,50.592527069636645,2022-03-26 12:52:32.169545
X1,43.16559890655958,2022-03-27 12:52:32.149203
X2,46.07321695108999,2022-03-27 12:52:32.164830
X3,37.54356484664808,2022-03-27 12:52:32.166332
X4,70.19823475837899,2022-03-27 12:52:32.167445
X5,80.78243813776821,2022-03-27 12:52:32.167445
X6,30.30066622642841,2022-03-27 12:52:32.168543
X10,59.802767610920405,2022-03-27 12:52:32.169545
X7,27.422689525437224,2022-03-27 12:52:32.169545
X8,68.86135045945167,2022-03-27 12:52:32.169545
X9,20.652988110172913,2022-03-27 12:52:32.169545
X1,26.291172224496968,2022-03-28 12:52:32.149203
X2,62.08216488910576,2022-03-28 12:52:32.164830
X3,52.78094324481797,2022-03-28 12:52:32.166332
X4,69.32869844537284,2022-03-28 12:52:32.167445
X5,63.70852688284136,2022-03-28 12:52:32.167445
X6,51.392850637564734,2022-03-28 12:52:32.168543
X8,46.904563264059,2022-03-28 12:52:32.169545
X7,39.70072079360763,2022-03-28 12:52:32.169545
X10,64.86401975895077,2022-03-28 12:52:32.169545
X9,30.90941834213831,2022-03-28 12:52:32.169545
X1,61.90974876148342,2022-03-29 12:52:32.149203
X2,23.32259870921423,2022-03-29 12:52:32.164830
X3,50.26865914225745,2022-03-29 12:52:32.166332
X5,52.606726607715494,2022-03-29 12:52:32.167445
X4,59.951124491487114,2022-03-29 12:52:32.167445
X6,37.54293527128228,2022-03-29 12:52:32.168543
X7,28.324145280937135,2022-03-29 12:52:32.169545
X10,70.47041180192693,2022-03-29 12:52:32.169545
X9,54.69435847500393,2022-03-29 12:52:32.169545
X8,44.65955288683273,2022-03-29 12:52:32.169545
X1,71.51176922921184,2022-03-30 12:52:32.149203
X2,56.64548336499168,2022-03-30 12:52:32.164830
X3,36.76748860802113,2022-03-30 12:52:32.166332
X5,22.83073813581097,2022-03-30 12:52:32.167445
X4,58.50384395736813,2022-03-30 12:52:32.167445
X6,56.52723718297966,2022-03-30 12:52:32.168543
X10,44.18924133612574,2022-03-30 12:52:32.169545
X8,73.39350138442823,2022-03-30 12:52:32.169545
X7,32.87548018274018,2022-03-30 12:52:32.169545
X9,90.15582390407201,2022-03-30 12:52:32.169545
X1,26.344342206692847,2022-03-31 12:52:32.149203
X2,45.644327599795616,2022-03-31 12:52:32.164830
X3,35.87753433049094,2022-03-31 12:52:32.166332
X5,26.324169832200134,2022-03-31 12:52:32.167445
X4,53.84898223906023,2022-03-31 12:52:32.167445
X6,39.177301557024755,2022-03-31 12:52:32.168543
X10,21.572856638462934,2022-03-31 12:52:32.169545
X9,50.18268352283472,2022-03-31 12:52:32.169545
X8,87.44127822442951,2022-03-31 12:52:32.169545
X7,58.61603795347426,2022-03-31 12:52:32.169545
X1,78.50222534293287,2022-04-01 12:52:32.149203
X2,69.28976426242534,2022-04-01 12:52:32.164830
X3,28.801925220586277,2022-04-01 12:52:32.166332
X5,83.96751890526943,2022-04-01 12:52:32.167445
X4,48.713891105076975,2022-04-01 12:52:32.167445
X6,48.350223905335575,2022-04-01 12:52:32.168543
X10,84.44342875930035,2022-04-01 12:52:32.169545
X9,45.15131565010593,2022-04-01 12:52:32.169545
X7,72.09589463980014,2022-04-01 12:52:32.169545
X8,74.2832544093845,2022-04-01 12:52:32.169545
X1,65.10098936540308,2022-04-02 12:52:32.149203
X2,68.72989935314371,2022-04-02 12:52:32.164830
X3,61.65334310669988,2022-04-02 12:52:32.166332
X5,70.4260328031906,2022-04-02 12:52:32.167445
X4,39.24535866929341,2022-04-02 12:52:32.167445
X6,81.64847042641202,2022-04-02 12:52:32.168543
X9,58.19359384350656,2022-04-02 12:52:32.169545
X7,64.92288773221975,2022-04-02 12:52:32.169545
X10,71.94513283754448,2022-04-02 12:52:32.169545
X8,82.99489758005029,2022-04-02 12:52:32.169545
X1,65.13805113468803,2022-04-03 12:52:32.149203
X2,65.97115951557174,2022-04-03 12:52:32.164830
X3,78.0845408867921,2022-04-03 12:52:32.166332
X4,61.32345362701727,2022-04-03 12:52:32.167445
X5,33.30479965448268,2022-04-03 12:52:32.167445
X6,45.8769203413044,2022-04-03 12:52:32.168543
X7,74.4191992163031,2022-04-03 12:52:32.169545
X8,61.34578761774988,2022-04-03 12:52:32.169545
X10,50.97506626896809,2022-04-03 12:52:32.169545
X9,46.32034639547349,2022-04-03 12:52:32.169545
X1,89.23420201663212,2022-04-04 12:52:32.149203
X2,34.428601506004256,2022-04-04 12:52:32.164830
X3,40.153641442080946,2022-04-04 12:52:32.166332
X4,88.81123072913631,2022-04-04 12:52:32.167445
X5,60.11192148048875,2022-04-04 12:52:32.167445
X6,81.30976618818632,2022-04-04 12:52:32.168543
X9,88.5742254497513,2022-04-04 12:52:32.169545
X10,40.79571804367109,2022-04-04 12:52:32.169545
X7,33.701951849618105,2022-04-04 12:52:32.169545
X8,67.67323153273685,2022-04-04 12:52:32.169545
X1,48.30512449459605,2022-04-05 12:52:32.149203
X2,71.00233628505666,2022-04-05 12:52:32.164830
X3,84.7949204425256,2022-04-05 12:52:32.166332
X4,54.05754072649252,2022-04-05 12:52:32.167445
X5,77.92910109352778,2022-04-05 12:52:32.167445
X6,37.648472129812355,2022-04-05 12:52:32.168543
X9,50.23194255573712,2022-04-05 12:52:32.169545
X10,45.76279989196758,2022-04-05 12:52:32.169545
X7,78.57723538107876,2022-04-05 12:52:32.169545
X8,66.68995681069639,2022-04-05 12:52:32.169545
X1,45.57056990181718,2022-04-06 12:52:32.149203
X2,55.490947597358904,2022-04-06 12:52:32.164830
X3,47.04656617785909,2022-04-06 12:52:32.166332
X5,52.27586125617229,2022-04-06 12:52:32.167445
X4,56.55385576425846,2022-04-06 12:52:32.167445
X6,55.170044173580074,2022-04-06 12:52:32.168543
X9,56.63511285766433,2022-04-06 12:52:32.169545
X10,29.52795709687863,2022-04-06 12:52:32.169545
X8,62.79345769647655,2022-04-06 12:52:32.169545
X7,73.09498558925512,2022-04-06 12:52:32.169545
X1,41.9723534118538,2022-04-07 12:52:32.149203
X2,66.36490409064362,2022-04-07 12:52:32.164830
X3,55.70305216465959,2022-04-07 12:52:32.166332
X5,59.25874158215471,2022-04-07 12:52:32.167445
X4,72.46789024112323,2022-04-07 12:52:32.167445
X6,72.43272529207704,2022-04-07 12:52:32.168543
X10,83.72228805480131,2022-04-07 12:52:32.169545
X8,45.22955021991673,2022-04-07 12:52:32.169545
X9,62.733374524794215,2022-04-07 12:52:32.169545
X7,31.372824083163827,2022-04-07 12:52:32.169545
X1,43.087040324255184,2022-04-08 12:52:32.149203
X2,86.54783952254552,2022-04-08 12:52:32.164830
X3,65.9825651270765,2022-04-08 12:52:32.166332
X4,81.90432091007722,2022-04-08 12:52:32.167445
X5,70.96239331566727,2022-04-08 12:52:32.167445
X6,85.00229749736182,2022-04-08 12:52:32.168543
X9,27.73781186058359,2022-04-08 12:52:32.169545
X8,36.92218950874532,2022-04-08 12:52:32.169545
X7,22.728876929032744,2022-04-08 12:52:32.169545
X10,60.93022788620463,2022-04-08 12:52:32.169545
X1,29.882164953071204,2022-04-09 12:52:32.149203
X2,42.96353543130968,2022-04-09 12:52:32.164830
X3,29.810003890876455,2022-04-09 12:52:32.166332
X4,81.30540984621345,2022-04-09 12:52:32.167445
X5,86.40480298569017,2022-04-09 12:52:32.167445
X6,50.572895489135036,2022-04-09 12:52:32.168543
X9,71.78088488624596,2022-04-09 12:52:32.169545
X7,85.4609112533483,2022-04-09 12:52:32.169545
X10,82.95321817112617,2022-04-09 12:52:32.169545
X8,68.75254272668624,2022-04-09 12:52:32.169545
X1,51.891849262060404,2022-04-10 12:52:32.149203
X2,44.37698986548113,2022-04-10 12:52:32.164830
X3,25.945839926621527,2022-04-10 12:52:32.166332
X5,76.30160924946377,2022-04-10 12:52:32.167445
X4,45.84206790971567,2022-04-10 12:52:32.167445
X6,75.14940849781615,2022-04-10 12:52:32.168543
X10,83.1493932331112,2022-04-10 12:52:32.169545
X7,59.204769710445596,2022-04-10 12:52:32.169545
X8,80.48582610437347,2022-04-10 12:52:32.169545
X9,41.11911060416122,2022-04-10 12:52:32.169545
X1,77.62289569397865,2022-04-11 12:52:32.149203
X2,40.76013857418933,2022-04-11 12:52:32.164830
X3,71.33812782401033,2022-04-11 12:52:32.166332
X5,21.046184584023965,2022-04-11 12:52:32.167445
X4,54.13474259208441,2022-04-11 12:52:32.167445
X6,71.49364746161345,2022-04-11 12:52:32.168543
X9,24.46062841212263,2022-04-11 12:52:32.169545
X7,33.060573842157496,2022-04-11 12:52:32.169545
X10,48.81182082388205,2022-04-11 12:52:32.169545
X8,85.52939751497792,2022-04-11 12:52:32.169545
X1,75.78911386857482,2022-04-12 12:52:32.149203
X2,61.03332482514033,2022-04-12 12:52:32.164830
X3,47.17770850002745,2022-04-12 12:52:32.166332
X5,82.3129335258755,2022-04-12 12:52:32.167445
X4,85.51349845578619,2022-04-12 12:52:32.167445
X6,60.41824965611551,2022-04-12 12:52:32.168543
X7,34.572395500429096,2022-04-12 12:52:32.169545
X10,82.63315234126819,2022-04-12 12:52:32.169545
X8,79.67769104905655,2022-04-12 12:52:32.169545
X9,71.69063074705893,2022-04-12 12:52:32.169545
X1,71.4044745390168,2022-04-13 12:52:32.149203
X2,81.78873471108483,2022-04-13 12:52:32.164830
X3,26.735552874546404,2022-04-13 12:52:32.166332
X4,76.29202118707717,2022-04-13 12:52:32.167445
X5,50.86825319342945,2022-04-13 12:52:32.167445
X6,35.80184103347123,2022-04-13 12:52:32.168543
X9,34.48525301008853,2022-04-13 12:52:32.169545
X10,42.331595992257235,2022-04-13 12:52:32.169545
X7,35.38114656188576,2022-04-13 12:52:32.169545
X8,59.86564041302096,2022-04-13 12:52:32.169545
X1,66.4884883726121,2022-04-14 12:52:32.149203
X2,36.09869605542797,2022-04-14 12:52:32.164830
X3,86.61885780214212,2022-04-14 12:52:32.166332
X5,60.39410853352372,2022-04-14 12:52:32.167445
X4,41.03963310553467,2022-04-14 12:52:32.167445
X6,52.01924948459672,2022-04-14 12:52:32.168543
X8,55.97083764658555,2022-04-14 12:52:32.169545
X9,68.0135975998564,2022-04-14 12:52:32.169545
X10,43.55541890465571,2022-04-14 12:52:32.169545
X7,64.44512332751708,2022-04-14 12:52:32.169545
X1,53.10826179893684,2022-04-15 12:52:32.149203
X2,58.978189358634914,2022-04-15 12:52:32.164830
X3,26.65311404285992,2022-04-15 12:52:32.166332
X5,25.9735398117373,2022-04-15 12:52:32.167445
X4,64.06056637035607,2022-04-15 12:52:32.167445
X6,34.31981608090646,2022-04-15 12:52:32.168543
X8,26.492234568043422,2022-04-15 12:52:32.169545
X9,61.35314362675292,2022-04-15 12:52:32.169545
X10,49.657983106088295,2022-04-15 12:52:32.169545
X7,75.36194257485526,2022-04-15 12:52:32.169545
X1,36.98940323119001,2022-04-16 12:52:32.149203
X2,76.62108749234781,2022-04-16 12:52:32.164830
X3,46.25075545009573,2022-04-16 12:52:32.166332
X5,22.95821915085005,2022-04-16 12:52:32.167445
X4,52.150870395731545,2022-04-16 12:52:32.167445
X6,70.70116098210806,2022-04-16 12:52:32.168543
X9,66.03195151017957,2022-04-16 12:52:32.169545
X10,43.5269449137607,2022-04-16 12:52:32.169545
X7,90.74006340842368,2022-04-16 12:52:32.169545
X8,82.10916023303139,2022-04-16 12:52:32.169545
X1,83.19521053915116,2022-04-17 12:52:32.149203
X2,59.60601452651946,2022-04-17 12:52:32.164830
X3,54.66185849572811,2022-04-17 12:52:32.166332
X4,67.9462422541722,2022-04-17 12:52:32.167445
X5,72.33357546940086,2022-04-17 12:52:32.167445
X6,41.99157995623199,2022-04-17 12:52:32.168543
X7,84.49443734638014,2022-04-17 12:52:32.169545
X9,69.15165927696023,2022-04-17 12:52:32.169545
X8,56.65860478715569,2022-04-17 12:52:32.169545
X10,31.3645455105655,2022-04-17 12:52:32.169545
X1,46.00480535994992,2022-04-18 12:52:32.149203
X2,63.75969074182407,2022-04-18 12:52:32.164830
X3,60.92236042604662,2022-04-18 12:52:32.166332
X5,72.16715891064354,2022-04-18 12:52:32.167445
X4,36.49425092101839,2022-04-18 12:52:32.167445
X6,29.683578840877047,2022-04-18 12:52:32.168543
X10,31.320850898372626,2022-04-18 12:52:32.169545
X8,27.36200369923686,2022-04-18 12:52:32.169545
X7,45.955867513874516,2022-04-18 12:52:32.169545
X9,44.820011674416264,2022-04-18 12:52:32.169545
X1,41.54798624120941,2022-04-19 12:52:32.149203
X2,70.12782028621288,2022-04-19 12:52:32.164830
X3,71.94555220639941,2022-04-19 12:52:32.166332
X5,23.68611827343123,2022-04-19 12:52:32.167445
X4,28.063914017782878,2022-04-19 12:52:32.167445
X6,37.3339463336734,2022-04-19 12:52:32.168543
X8,44.06599272802168,2022-04-19 12:52:32.169545
X7,30.71273728116462,2022-04-19 12:52:32.169545
X9,59.94643892307673,2022-04-19 12:52:32.169545
X10,43.600424723307476,2022-04-19 12:52:32.169545
X1,77.25069711010136,2022-04-20 12:52:32.149203
X2,42.28979669147914,2022-04-20 12:52:32.164830
X3,73.07297779893034,2022-04-20 12:52:32.166332
X5,52.74064233783382,2022-04-20 12:52:32.167445
X4,24.470587149488846,2022-04-20 12:52:32.167445
X6,66.06630749485124,2022-04-20 12:52:32.168543
X7,54.94837002220657,2022-04-20 12:52:32.169545
X9,88.3877574577865,2022-04-20 12:52:32.169545
X8,81.04205630425668,2022-04-20 12:52:32.169545
X10,42.09074392953943,2022-04-20 12:52:32.169545
X1,86.25220309291774,2022-04-21 12:52:32.149203
X2,61.38918523085004,2022-04-21 12:52:32.164830
X3,31.32305992247865,2022-04-21 12:52:32.166332
X5,58.12607561786697,2022-04-21 12:52:32.167445
X4,31.906576866342036,2022-04-21 12:52:32.167445
X6,56.16072109248305,2022-04-21 12:52:32.168543
X10,22.088060865540733,2022-04-21 12:52:32.169545
X8,39.707859075759615,2022-04-21 12:52:32.169545
X9,88.71428775443259,2022-04-21 12:52:32.169545
X7,37.09483077749297,2022-04-21 12:52:32.169545
X1,55.725432270706214,2022-04-22 12:52:32.149203
X2,34.9024512731217,2022-04-22 12:52:32.164830
X3,41.91151610381438,2022-04-22 12:52:32.166332
X5,42.43665248295929,2022-04-22 12:52:32.167445
X4,51.64709026224596,2022-04-22 12:52:32.167445
X6,28.90596021523627,2022-04-22 12:52:32.168543
X10,44.118482867393304,2022-04-22 12:52:32.169545
X7,42.62625821852441,2022-04-22 12:52:32.169545
X8,71.52462835470337,2022-04-22 12:52:32.169545
X9,20.465141167828975,2022-04-22 12:52:32.169545
X1,48.564766112812514,2022-04-23 12:52:32.149203
X2,72.30630627178185,2022-04-23 12:52:32.164830
X3,68.10803935593921,2022-04-23 12:52:32.166332
X4,20.902246111037552,2022-04-23 12:52:32.167445
X5,75.36255524323695,2022-04-23 12:52:32.167445
X6,40.91440475981835,2022-04-23 12:52:32.168543
X7,21.219102988361666,2022-04-23 12:52:32.169545
X8,53.924743695610225,2022-04-23 12:52:32.169545
X9,89.18746937969414,2022-04-23 12:52:32.169545
X10,80.18862405940249,2022-04-23 12:52:32.169545
X1,50.11499532630115,2022-04-24 12:52:32.149203
X2,51.721319992746594,2022-04-24 12:52:32.164830
X3,49.03139153162407,2022-04-24 12:52:32.166332
X5,71.34474502714872,2022-04-24 12:52:32.167445
X4,27.970171578918837,2022-04-24 12:52:32.167445
X6,65.37487723251304,2022-04-24 12:52:32.168543
X9,79.3679692625999,2022-04-24 12:52:32.169545
X10,34.92598959104461,2022-04-24 12:52:32.169545
X8,72.98464088959702,2022-04-24 12:52:32.169545
X7,74.54372515926843,2022-04-24 12:52:32.169545
X1,66.9616352862898,2022-04-25 12:52:32.149203
X2,55.83829911549253,2022-04-25 12:52:32.164830
X3,79.52389900768091,2022-04-25 12:52:32.166332
X5,53.694071063312236,2022-04-25 12:52:32.167445
X4,33.407336355786434,2022-04-25 12:52:32.167445
X6,55.39180074314906,2022-04-25 12:52:32.168543
X8,82.95704151758002,2022-04-25 12:52:32.169545
X9,75.78194376779825,2022-04-25 12:52:32.169545
X10,41.56097988258235,2022-04-25 12:52:32.169545
X7,80.33711891029995,2022-04-25 12:52:32.169545
X1,58.378148818870955,2022-04-26 12:52:32.149203
X2,34.00410684872687,2022-04-26 12:52:32.164830
X3,76.40196803200679,2022-04-26 12:52:32.166332
X5,38.6275396327875,2022-04-26 12:52:32.167445
X4,22.49742597437936,2022-04-26 12:52:32.167445
X6,42.753702054520694,2022-04-26 12:52:32.168543
X9,29.50430430247699,2022-04-26 12:52:32.169545
X7,81.0220220418251,2022-04-26 12:52:32.169545
X8,38.14746991908099,2022-04-26 12:52:32.169545
X10,25.548926744446714,2022-04-26 12:52:32.169545
X1,82.16395041324779,2022-04-27 12:52:32.149203
X2,89.12779791781043,2022-04-27 12:52:32.164830
X3,21.29665588597036,2022-04-27 12:52:32.166332
X5,21.82755617063969,2022-04-27 12:52:32.167445
X4,58.70986403208346,2022-04-27 12:52:32.167445
X6,49.915728576357175,2022-04-27 12:52:32.168543
X9,24.727047505254582,2022-04-27 12:52:32.169545
X10,74.45628327402369,2022-04-27 12:52:32.169545
X8,48.84566610828228,2022-04-27 12:52:32.169545
X7,47.31534709147247,2022-04-27 12:52:32.169545
X1,88.71926143603528,2022-04-28 12:52:32.149203
X2,42.757677062698775,2022-04-28 12:52:32.164830
X3,51.29399738701588,2022-04-28 12:52:32.166332
X4,51.81411332686217,2022-04-28 12:52:32.167445
X5,82.38105583519265,2022-04-28 12:52:32.167445
X6,23.05706958359204,2022-04-28 12:52:32.168543
X8,22.5282532069247,2022-04-28 12:52:32.169545
X7,25.04529867280153,2022-04-28 12:52:32.169545
X10,47.987237922685935,2022-04-28 12:52:32.169545
X9,48.87041758018557,2022-04-28 12:52:32.169545
X1,36.08966303341701,2022-04-29 12:52:32.149203
X2,39.406500520402375,2022-04-29 12:52:32.164830
X3,22.635256069582763,2022-04-29 12:52:32.166332
X4,82.43502598635237,2022-04-29 12:52:32.167445
X5,68.01348863812369,2022-04-29 12:52:32.167445
X6,22.244115115216722,2022-04-29 12:52:32.168543
X10,85.31154038120438,2022-04-29 12:52:32.169545
X9,85.83571679021458,2022-04-29 12:52:32.169545
X8,86.44111572092682,2022-04-29 12:52:32.169545
X7,37.99795632514457,2022-04-29 12:52:32.169545
X1,79.42694853337161,2022-04-30 12:52:32.149203
X2,62.10760731261473,2022-04-30 12:52:32.164830
X3,78.21479881476711,2022-04-30 12:52:32.166332
X4,64.30407884579853,2022-04-30 12:52:32.167445
X5,43.69231723242173,2022-04-30 12:52:32.167445
X6,72.0767322339274,2022-04-30 12:52:32.168543
X10,44.61164249225795,2022-04-30 12:52:32.169545
X8,26.696329476627152,2022-04-30 12:52:32.169545
X7,53.54716867032855,2022-04-30 12:52:32.169545
X9,66.59910363949788,2022-04-30 12:52:32.169545
X1,35.84124521951299,2022-05-01 12:52:32.149203
X2,72.05820467431167,2022-05-01 12:52:32.164830
X3,25.95042315291614,2022-05-01 12:52:32.166332
X5,83.60908848106443,2022-05-01 12:52:32.167445
X4,83.05756443835595,2022-05-01 12:52:32.167445
X6,51.81670129115163,2022-05-01 12:52:32.168543
X9,39.65205123896614,2022-05-01 12:52:32.169545
X7,45.805961168610565,2022-05-01 12:52:32.169545
X8,34.27162213633068,2022-05-01 12:52:32.169545
X10,56.248119255127584,2022-05-01 12:52:32.169545
X1,71.01581651400758,2022-05-02 12:52:32.149203
X2,33.57350783677703,2022-05-02 12:52:32.164830
X3,62.04534549625927,2022-05-02 12:52:32.166332
X5,27.771444998371585,2022-05-02 12:52:32.167445
X4,49.44596920801811,2022-05-02 12:52:32.167445
X6,68.94169088279173,2022-05-02 12:52:32.168543
X8,31.527991607050353,2022-05-02 12:52:32.169545
X10,21.934656980585686,2022-05-02 12:52:32.169545
X9,86.06827624819245,2022-05-02 12:52:32.169545
X7,68.2759310145458,2022-05-02 12:52:32.169545
X1,54.98852879070833,2022-05-03 12:52:32.149203
X2,30.956093462359036,2022-05-03 12:52:32.164830
X3,33.94159061489541,2022-05-03 12:52:32.166332
X4,21.60421672339218,2022-05-03 12:52:32.167445
X5,68.71355474670933,2022-05-03 12:52:32.167445
X6,32.82681906279643,2022-05-03 12:52:32.168543
X10,47.44576387776971,2022-05-03 12:52:32.169545
X9,56.340932563867845,2022-05-03 12:52:32.169545
X7,47.05641938644816,2022-05-03 12:52:32.169545
X8,26.29686315051269,2022-05-03 12:52:32.169545
X1,75.21107927242971,2022-05-04 12:52:32.149203
X2,60.71535998814587,2022-05-04 12:52:32.164830
X3,27.044091758370396,2022-05-04 12:52:32.166332
X5,53.034799040535034,2022-05-04 12:52:32.167445
X4,86.45012478818461,2022-05-04 12:52:32.167445
X6,21.96493091091891,2022-05-04 12:52:32.168543
X7,74.35971688774774,2022-05-04 12:52:32.169545
X9,70.36473901330805,2022-05-04 12:52:32.169545
X8,70.6464094600509,2022-05-04 12:52:32.169545
X10,51.5514941754663,2022-05-04 12:52:32.169545
X1,39.87976393482274,2022-05-05 12:52:32.149203
X2,22.44149682653534,2022-05-05 12:52:32.164830
X3,25.512666967552114,2022-05-05 12:52:32.166332
X4,25.215832170086777,2022-05-05 12:52:32.167445
X5,73.08924876516866,2022-05-05 12:52:32.167445
X6,35.41934036590814,2022-05-05 12:52:32.168543
X9,87.12938977382406,2022-05-05 12:52:32.169545
X7,53.52228856734873,2022-05-05 12:52:32.169545
X8,38.72778531826714,2022-05-05 12:52:32.169545
X10,59.92593676784411,2022-05-05 12:52:32.169545
X1,79.50552650312017,2022-05-06 12:52:32.149203
X2,79.29025038766011,2022-05-06 12:52:32.164830
X3,60.20624808462184,2022-05-06 12:52:32.166332
